Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Frequency Score,Subscription Score,Previous Purchases_N,Frequency Score_N,Review Rating_N,Loyalty Score V1,Loyalty Band,Promo Dependency Score,Promo Dependency Level,Customer Value Score,Value Tier,Customer Segment
1673,18,Male,Boots,Footwear,73,South Carolina,L,Gold,Fall,3.8,No,Free Shipping,Yes,Yes,15,Venmo,Quarterly,2.0,0,0.28571428571428564,0.25,0.52,0.3182857142857143,Low,1,High,1095,Silver,Bargain Hunter
1674,21,Male,Blouse,Clothing,62,Hawaii,M,Violet,Fall,3.4,No,Next Day Air,Yes,Yes,49,Venmo,Bi-Weekly,,0,0.9795918367346937,,0.3600000000000001,,,1,High,3038,Platinum,VIP Loyalist
1675,35,Male,Coat,Outerwear,56,Alaska,M,Peach,Winter,3.2,No,Free Shipping,Yes,Yes,10,Debit Card,Fortnightly,4.0,0,0.18367346938775508,0.75,0.28000000000000025,0.4294693877551021,Medium,1,High,560,Bronze,Bargain Hunter
1676,35,Male,Pants,Clothing,90,Colorado,M,Beige,Spring,4.7,No,Next Day Air,Yes,Yes,21,Credit Card,Annually,1.0,0,0.4081632653061224,0.0,0.8800000000000001,0.339265306122449,Low,1,High,1890,Gold,Bargain Hunter
1677,27,Male,Sunglasses,Accessories,44,West Virginia,M,Cyan,Winter,3.1,No,Next Day Air,Yes,Yes,34,Bank Transfer,Weekly,5.0,0,0.673469387755102,1.0,0.2400000000000002,0.7173877551020409,Very High,1,High,1496,Gold,Bargain Hunter
1678,65,Male,Jeans,Clothing,35,Oregon,L,Silver,Summer,3.3,No,Next Day Air,No,No,41,Debit Card,Weekly,5.0,0,0.8163265306122448,1.0,0.32000000000000006,0.7905306122448981,Very High,0,Low,1435,Gold,Growth Customer
1679,41,Male,Pants,Clothing,71,Ohio,S,Magenta,Summer,4.8,No,2-Day Shipping,No,No,30,Venmo,Fortnightly,4.0,0,0.5918367346938774,0.75,0.9199999999999999,0.720734693877551,Very High,0,Low,2130,Gold,Growth Customer
1680,60,Male,Dress,Clothing,52,Massachusetts,S,Black,Fall,4.5,No,Next Day Air,No,No,24,Debit Card,Bi-Weekly,,0,0.4693877551020408,,0.8,,,0,Low,1248,Silver,Growth Customer
1681,61,Male,Shoes,Footwear,37,Louisiana,M,Olive,Summer,3.4,No,Store Pickup,No,No,6,Credit Card,Annually,1.0,0,0.10204081632653061,0.0,0.3600000000000001,0.11281632653061227,Low,0,Low,222,Bronze,Low Engagement
1682,24,Male,Sneakers,Footwear,95,Virginia,L,Green,Winter,3.7,No,2-Day Shipping,No,No,14,Credit Card,Bi-Weekly,,0,0.26530612244897955,,0.4800000000000002,,,0,Low,1330,Gold,Growth Customer
1683,65,Male,Socks,Clothing,97,New York,M,Yellow,Fall,4.9,No,2-Day Shipping,No,No,37,Credit Card,Bi-Weekly,,0,0.7346938775510203,,0.9600000000000002,,,0,Low,3589,Platinum,VIP Loyalist
1684,23,Male,Coat,Outerwear,57,Arkansas,S,Lavender,Spring,3.5,No,Next Day Air,No,No,37,Venmo,Quarterly,2.0,0,0.7346938775510203,0.25,0.40000000000000013,0.4738775510204081,Medium,0,Low,2109,Gold,Growth Customer
1685,30,Male,Shirt,Clothing,93,New Mexico,M,Indigo,Spring,4.6,No,Standard,No,No,28,PayPal,Weekly,5.0,0,0.5510204081632653,1.0,0.8399999999999999,0.7884081632653062,Very High,0,Low,2604,Platinum,VIP Loyalist
1686,33,Male,Blouse,Clothing,48,Minnesota,M,Pink,Winter,4.6,No,Standard,No,No,43,PayPal,Bi-Weekly,,0,0.8571428571428571,,0.8399999999999999,,,0,Low,2064,Gold,Growth Customer
1687,22,Male,Gloves,Accessories,75,Illinois,L,Red,Fall,4.2,No,Store Pickup,No,No,25,Cash,Annually,1.0,0,0.4897959183673469,0.0,0.6800000000000002,0.3319183673469388,Low,0,Low,1875,Gold,Growth Customer
1688,67,Male,Skirt,Clothing,70,Georgia,S,Magenta,Winter,3.7,No,Free Shipping,No,No,4,PayPal,Annually,1.0,0,0.061224489795918366,0.0,0.4800000000000002,0.12048979591836739,Low,0,Low,280,Bronze,Low Engagement
1689,28,Male,Handbag,Accessories,26,Mississippi,S,Peach,Winter,3.0,No,Next Day Air,No,No,13,Venmo,Fortnightly,4.0,0,0.24489795918367344,0.75,0.20000000000000018,0.4379591836734695,Medium,0,Low,338,Bronze,Low Engagement
1690,32,Male,Shirt,Clothing,73,North Carolina,L,Turquoise,Winter,4.6,No,Store Pickup,No,No,32,Bank Transfer,Monthly,3.0,0,0.6326530612244897,0.5,0.8399999999999999,0.621061224489796,High,0,Low,2336,Platinum,VIP Loyalist
1691,40,Male,Coat,Outerwear,30,Nevada,M,Black,Summer,3.2,No,Free Shipping,No,No,1,Cash,Annually,1.0,0,0.0,0.0,0.28000000000000025,0.05600000000000005,Low,0,Low,30,Bronze,Low Engagement
1692,64,Male,Shoes,Footwear,61,Connecticut,L,Blue,Summer,3.5,No,Next Day Air,No,No,4,Cash,Annually,1.0,0,0.061224489795918366,0.0,0.40000000000000013,0.10448979591836738,Low,0,Low,244,Bronze,Low Engagement
1693,56,Male,Handbag,Accessories,75,Utah,M,Beige,Winter,2.6,No,Standard,No,No,33,Cash,Bi-Weekly,,0,0.6530612244897959,,0.040000000000000036,,,0,Low,2475,Platinum,VIP Loyalist
1694,63,Male,Jacket,Outerwear,88,Tennessee,XL,Olive,Fall,4.9,No,Standard,No,No,45,Bank Transfer,Fortnightly,4.0,0,0.8979591836734693,0.75,0.9600000000000002,0.8511836734693878,Very High,0,Low,3960,Platinum,VIP Loyalist
1695,20,Male,Shirt,Clothing,67,Mississippi,M,Turquoise,Summer,2.7,No,Express,No,No,20,Debit Card,Fortnightly,4.0,0,0.38775510204081626,0.75,0.08000000000000007,0.47110204081632656,Medium,0,Low,1340,Gold,Growth Customer
1696,54,Male,Hat,Accessories,95,Nebraska,S,Yellow,Fall,4.7,No,2-Day Shipping,No,No,1,PayPal,Fortnightly,4.0,0,0.0,0.75,0.8800000000000001,0.4760000000000001,Medium,0,Low,95,Bronze,Low Engagement
1697,31,Male,Sunglasses,Accessories,69,West Virginia,S,Turquoise,Spring,4.0,No,Free Shipping,No,No,7,Credit Card,Bi-Weekly,,0,0.12244897959183673,,0.6000000000000001,,,0,Low,483,Bronze,Low Engagement
1698,36,Male,Shirt,Clothing,87,South Carolina,L,Lavender,Fall,3.5,No,Next Day Air,No,No,48,Credit Card,Every 3 Months,,0,0.9591836734693877,,0.40000000000000013,,,0,Low,4176,Platinum,VIP Loyalist
1699,25,Male,Belt,Accessories,41,Iowa,XL,Turquoise,Winter,4.8,No,Standard,No,No,46,Bank Transfer,Quarterly,2.0,0,0.9183673469387754,0.25,0.9199999999999999,0.6513469387755102,Very High,0,Low,1886,Gold,Growth Customer
1700,20,Male,Sweater,Clothing,67,North Dakota,L,Teal,Spring,4.0,No,Free Shipping,No,No,34,Debit Card,Annually,1.0,0,0.673469387755102,0.0,0.6000000000000001,0.3893877551020408,Medium,0,Low,2278,Platinum,VIP Loyalist
1701,62,Male,Hoodie,Clothing,70,West Virginia,L,Black,Fall,4.1,No,Express,No,No,36,Bank Transfer,Monthly,3.0,0,0.7142857142857142,0.5,0.6399999999999999,0.6137142857142857,High,0,Low,2520,Platinum,VIP Loyalist
1702,69,Male,Handbag,Accessories,41,Mississippi,XL,Blue,Winter,3.8,No,Next Day Air,No,No,44,Debit Card,Every 3 Months,,0,0.8775510204081631,,0.52,,,0,Low,1804,Gold,Growth Customer
1703,54,Male,Jeans,Clothing,83,Alabama,XL,Yellow,Summer,5.0,No,Express,No,No,48,Bank Transfer,Weekly,5.0,0,0.9591836734693877,1.0,1.0,0.9836734693877551,Very High,0,Low,3984,Platinum,VIP Loyalist
1704,39,Male,Backpack,Accessories,22,California,M,Black,Spring,4.0,No,Next Day Air,No,No,12,Bank Transfer,Annually,1.0,0,0.22448979591836735,0.0,0.6000000000000001,0.20979591836734696,Low,0,Low,264,Bronze,Low Engagement
1705,56,Male,Sneakers,Footwear,20,Idaho,M,Lavender,Summer,3.9,No,Store Pickup,No,No,19,Cash,Every 3 Months,,0,0.36734693877551017,,0.56,,,0,Low,380,Bronze,Low Engagement
1706,39,Male,Jewelry,Accessories,29,South Dakota,L,Cyan,Summer,3.4,No,2-Day Shipping,No,No,49,Venmo,Bi-Weekly,,0,0.9795918367346937,,0.3600000000000001,,,0,Low,1421,Gold,Growth Customer
1707,37,Male,Sunglasses,Accessories,87,North Dakota,M,Brown,Spring,3.0,No,Standard,No,No,25,Venmo,Fortnightly,4.0,0,0.4897959183673469,0.75,0.20000000000000018,0.5359183673469389,High,0,Low,2175,Gold,Growth Customer
1708,25,Male,Shorts,Clothing,81,Nevada,L,Maroon,Fall,4.9,No,2-Day Shipping,No,No,25,Cash,Bi-Weekly,,0,0.4897959183673469,,0.9600000000000002,,,0,Low,2025,Gold,Growth Customer
1709,35,Male,Boots,Footwear,58,Florida,L,Cyan,Spring,3.2,No,Express,No,No,1,Credit Card,Quarterly,2.0,0,0.0,0.25,0.28000000000000025,0.15600000000000006,Low,0,Low,58,Bronze,Low Engagement
1710,45,Male,Skirt,Clothing,83,Indiana,M,Pink,Winter,3.8,No,Standard,No,No,19,Bank Transfer,Annually,1.0,0,0.36734693877551017,0.0,0.52,0.25093877551020405,Low,0,Low,1577,Gold,Growth Customer
1711,19,Male,Pants,Clothing,59,Arkansas,XL,Orange,Fall,3.8,No,Store Pickup,No,No,7,Credit Card,Quarterly,2.0,0,0.12244897959183673,0.25,0.52,0.2529795918367347,Low,0,Low,413,Bronze,Low Engagement
1712,21,Male,T-shirt,Clothing,93,North Carolina,M,Lavender,Spring,4.7,No,Express,No,No,19,Credit Card,Monthly,3.0,0,0.36734693877551017,0.5,0.8800000000000001,0.5229387755102042,High,0,Low,1767,Gold,Growth Customer
1713,65,Male,T-shirt,Clothing,87,Illinois,S,Beige,Fall,3.8,No,2-Day Shipping,No,No,9,Cash,Fortnightly,4.0,0,0.16326530612244897,0.75,0.52,0.4693061224489796,Medium,0,Low,783,Silver,Growth Customer
1714,49,Male,Jacket,Outerwear,22,Missouri,M,Pink,Winter,4.6,No,Free Shipping,No,No,37,PayPal,Quarterly,2.0,0,0.7346938775510203,0.25,0.8399999999999999,0.5618775510204082,High,0,Low,814,Silver,Growth Customer
1715,30,Male,Jeans,Clothing,71,South Dakota,S,Charcoal,Summer,4.4,No,Standard,No,No,15,Cash,Monthly,3.0,0,0.28571428571428564,0.5,0.7600000000000002,0.4662857142857143,Medium,0,Low,1065,Silver,Growth Customer
1716,23,Male,Dress,Clothing,69,Idaho,XL,Gray,Spring,3.4,No,2-Day Shipping,No,No,30,PayPal,Bi-Weekly,,0,0.5918367346938774,,0.3600000000000001,,,0,Low,2070,Gold,Growth Customer
1717,69,Male,Blouse,Clothing,47,Connecticut,M,Cyan,Winter,4.7,No,Standard,No,No,30,Cash,Every 3 Months,,0,0.5918367346938774,,0.8800000000000001,,,0,Low,1410,Gold,Growth Customer
1718,29,Male,Hoodie,Clothing,50,Hawaii,L,Orange,Summer,2.9,No,Express,No,No,16,Debit Card,Bi-Weekly,,0,0.3061224489795918,,0.15999999999999992,,,0,Low,800,Silver,Growth Customer
1719,54,Male,T-shirt,Clothing,96,Maryland,L,Pink,Winter,3.4,No,2-Day Shipping,No,No,14,PayPal,Every 3 Months,,0,0.26530612244897955,,0.3600000000000001,,,0,Low,1344,Gold,Growth Customer
1720,45,Male,Sweater,Clothing,39,Maryland,M,White,Winter,3.2,No,Free Shipping,No,No,8,Venmo,Quarterly,2.0,0,0.14285714285714285,0.25,0.28000000000000025,0.2131428571428572,Low,0,Low,312,Bronze,Low Engagement
1721,25,Male,Shorts,Clothing,84,Massachusetts,S,Beige,Winter,2.8,No,Express,No,No,40,Debit Card,Bi-Weekly,,0,0.7959183673469387,,0.11999999999999988,,,0,Low,3360,Platinum,VIP Loyalist
1722,34,Male,Jewelry,Accessories,28,Delaware,S,Magenta,Spring,4.3,No,Free Shipping,No,No,24,Credit Card,Monthly,3.0,0,0.4693877551020408,0.5,0.72,0.5317551020408163,High,0,Low,672,Silver,Growth Customer
1723,46,Male,T-shirt,Clothing,51,Massachusetts,L,Violet,Summer,3.3,No,Standard,No,No,14,Cash,Fortnightly,4.0,0,0.26530612244897955,0.75,0.32000000000000006,0.4701224489795919,Medium,0,Low,714,Silver,Growth Customer
1724,70,Male,Scarf,Accessories,20,New York,XL,Gold,Spring,3.3,No,Standard,No,No,39,PayPal,Annually,1.0,0,0.7755102040816325,0.0,0.32000000000000006,0.374204081632653,Medium,0,Low,780,Silver,Growth Customer
1725,42,Male,Shoes,Footwear,72,Delaware,S,Teal,Winter,3.3,No,Free Shipping,No,No,21,PayPal,Weekly,5.0,0,0.4081632653061224,1.0,0.32000000000000006,0.627265306122449,High,0,Low,1512,Gold,Growth Customer
1726,45,Male,Sunglasses,Accessories,33,Massachusetts,M,Indigo,Spring,3.0,No,Next Day Air,No,No,32,Venmo,Quarterly,2.0,0,0.6326530612244897,0.25,0.20000000000000018,0.39306122448979597,Medium,0,Low,1056,Silver,Growth Customer
1727,57,Male,Coat,Outerwear,28,Indiana,S,Olive,Summer,2.8,No,Express,No,No,45,Debit Card,Weekly,5.0,0,0.8979591836734693,1.0,0.11999999999999988,0.7831836734693878,Very High,0,Low,1260,Silver,Growth Customer
1728,49,Male,Blouse,Clothing,53,Virginia,S,Violet,Spring,4.0,No,Express,No,No,19,PayPal,Monthly,3.0,0,0.36734693877551017,0.5,0.6000000000000001,0.46693877551020413,Medium,0,Low,1007,Silver,Growth Customer
1729,23,Male,Jeans,Clothing,48,Wyoming,L,Black,Fall,4.3,No,Express,No,No,1,Debit Card,Every 3 Months,,0,0.0,,0.72,,,0,Low,48,Bronze,Low Engagement
1730,47,Male,Shorts,Clothing,21,Illinois,M,Brown,Winter,3.8,No,Store Pickup,No,No,12,Venmo,Fortnightly,4.0,0,0.22448979591836735,0.75,0.52,0.49379591836734704,Medium,0,Low,252,Bronze,Low Engagement
1731,23,Male,Shirt,Clothing,22,Alabama,S,Silver,Fall,4.2,No,Free Shipping,No,No,26,Credit Card,Weekly,5.0,0,0.510204081632653,1.0,0.6800000000000002,0.7400816326530613,Very High,0,Low,572,Bronze,Low Engagement
1732,21,Male,Backpack,Accessories,87,Idaho,M,Gray,Fall,3.1,No,Next Day Air,No,No,12,Cash,Monthly,3.0,0,0.22448979591836735,0.5,0.2400000000000002,0.337795918367347,Low,0,Low,1044,Silver,Growth Customer
1733,45,Male,Belt,Accessories,50,Rhode Island,S,Charcoal,Winter,2.6,No,Free Shipping,No,No,36,Cash,Every 3 Months,,0,0.7142857142857142,,0.040000000000000036,,,0,Low,1800,Gold,Growth Customer
1734,67,Male,Blouse,Clothing,85,New York,L,Black,Summer,3.4,No,Express,No,No,22,Credit Card,Annually,1.0,0,0.4285714285714285,0.0,0.3600000000000001,0.24342857142857144,Low,0,Low,1870,Gold,Growth Customer
1735,31,Male,Jeans,Clothing,98,Missouri,L,Brown,Spring,3.1,No,Next Day Air,No,No,16,PayPal,Quarterly,2.0,0,0.3061224489795918,0.25,0.2400000000000002,0.2704489795918368,Low,0,Low,1568,Gold,Growth Customer
1736,58,Male,Dress,Clothing,34,Texas,M,Purple,Winter,3.6,No,Express,No,No,31,Venmo,Annually,1.0,0,0.6122448979591836,0.0,0.44000000000000017,0.3328979591836735,Low,0,Low,1054,Silver,Growth Customer
1737,57,Male,Shorts,Clothing,61,Tennessee,M,Purple,Summer,2.6,No,2-Day Shipping,No,No,43,Cash,Quarterly,2.0,0,0.8571428571428571,0.25,0.040000000000000036,0.45085714285714285,Medium,0,Low,2623,Platinum,VIP Loyalist
1738,42,Male,Jewelry,Accessories,98,Ohio,L,Gray,Summer,4.2,No,Store Pickup,No,No,50,Venmo,Bi-Weekly,,0,1.0,,0.6800000000000002,,,0,Low,4900,Platinum,VIP Loyalist
1739,60,Male,Handbag,Accessories,61,Tennessee,M,Green,Spring,2.9,No,2-Day Shipping,No,No,37,Credit Card,Weekly,5.0,0,0.7346938775510203,1.0,0.15999999999999992,0.7258775510204082,Very High,0,Low,2257,Platinum,VIP Loyalist
1740,21,Male,Jewelry,Accessories,98,Minnesota,L,Silver,Winter,4.2,No,Express,No,No,23,Cash,Weekly,5.0,0,0.44897959183673464,1.0,0.6800000000000002,0.715591836734694,Very High,0,Low,2254,Platinum,VIP Loyalist
1741,69,Male,Pants,Clothing,21,Wisconsin,L,Charcoal,Fall,3.3,No,Next Day Air,No,No,10,Bank Transfer,Every 3 Months,,0,0.18367346938775508,,0.32000000000000006,,,0,Low,210,Bronze,Low Engagement
1742,41,Male,Pants,Clothing,51,Delaware,XL,Teal,Winter,3.6,No,Next Day Air,No,No,20,Bank Transfer,Monthly,3.0,0,0.38775510204081626,0.5,0.44000000000000017,0.44310204081632654,Medium,0,Low,1020,Silver,Growth Customer
1743,51,Male,Sandals,Footwear,80,Kansas,XL,White,Spring,4.3,No,Express,No,No,18,Venmo,Every 3 Months,,0,0.346938775510204,,0.72,,,0,Low,1440,Gold,Growth Customer
1744,23,Male,Skirt,Clothing,72,Missouri,XL,Brown,Winter,3.3,No,Standard,No,No,3,Bank Transfer,Weekly,5.0,0,0.04081632653061225,1.0,0.32000000000000006,0.4803265306122449,Medium,0,Low,216,Bronze,Low Engagement
1745,57,Male,Sunglasses,Accessories,63,Michigan,L,Teal,Winter,3.0,No,Standard,No,No,23,PayPal,Weekly,5.0,0,0.44897959183673464,1.0,0.20000000000000018,0.619591836734694,High,0,Low,1449,Gold,Growth Customer
1746,40,Male,Skirt,Clothing,27,West Virginia,L,Red,Winter,3.6,No,Store Pickup,No,No,27,Cash,Weekly,5.0,0,0.5306122448979591,1.0,0.44000000000000017,0.7002448979591838,Very High,0,Low,729,Silver,Growth Customer
1747,65,Male,Handbag,Accessories,44,Alabama,L,Brown,Summer,3.1,No,Store Pickup,No,No,44,Bank Transfer,Fortnightly,4.0,0,0.8775510204081631,0.75,0.2400000000000002,0.6990204081632654,Very High,0,Low,1936,Gold,Growth Customer
1748,61,Male,Coat,Outerwear,23,New Hampshire,M,Yellow,Winter,2.9,No,Express,No,No,41,Venmo,Quarterly,2.0,0,0.8163265306122448,0.25,0.15999999999999992,0.45853061224489794,Medium,0,Low,943,Silver,Growth Customer
1749,34,Male,Skirt,Clothing,93,Montana,L,Teal,Winter,3.9,No,2-Day Shipping,No,No,41,Bank Transfer,Annually,1.0,0,0.8163265306122448,0.0,0.56,0.438530612244898,Medium,0,Low,3813,Platinum,VIP Loyalist
1750,43,Male,Hoodie,Clothing,70,Wyoming,L,Pink,Fall,3.2,No,2-Day Shipping,No,No,36,Debit Card,Every 3 Months,,0,0.7142857142857142,,0.28000000000000025,,,0,Low,2520,Platinum,VIP Loyalist
1751,31,Male,Sunglasses,Accessories,85,Missouri,M,White,Fall,3.1,No,Express,No,No,38,Venmo,Every 3 Months,,0,0.7551020408163265,,0.2400000000000002,,,0,Low,3230,Platinum,VIP Loyalist
1752,57,Male,Sweater,Clothing,40,Ohio,M,Silver,Winter,3.2,No,2-Day Shipping,No,No,34,Cash,Annually,1.0,0,0.673469387755102,0.0,0.28000000000000025,0.3253877551020409,Low,0,Low,1360,Gold,Growth Customer
1753,34,Male,Boots,Footwear,29,South Dakota,L,Blue,Winter,3.3,No,Store Pickup,No,No,14,Venmo,Quarterly,2.0,0,0.26530612244897955,0.25,0.32000000000000006,0.27012244897959187,Low,0,Low,406,Bronze,Low Engagement
1754,25,Male,Skirt,Clothing,27,Colorado,L,Black,Fall,4.8,No,Next Day Air,No,No,23,Credit Card,Fortnightly,4.0,0,0.44897959183673464,0.75,0.9199999999999999,0.6635918367346939,Very High,0,Low,621,Silver,Growth Customer
1755,66,Male,Dress,Clothing,93,Massachusetts,S,Beige,Fall,3.8,No,2-Day Shipping,No,No,18,Credit Card,Fortnightly,4.0,0,0.346938775510204,0.75,0.52,0.5427755102040817,High,0,Low,1674,Gold,Growth Customer
1756,56,Male,Belt,Accessories,20,Delaware,XL,Charcoal,Spring,4.6,No,Next Day Air,No,No,45,Cash,Monthly,3.0,0,0.8979591836734693,0.5,0.8399999999999999,0.7271836734693877,Very High,0,Low,900,Silver,Growth Customer
1757,49,Male,Jewelry,Accessories,55,New Hampshire,S,Cyan,Fall,2.8,No,Free Shipping,No,No,14,Bank Transfer,Weekly,5.0,0,0.26530612244897955,1.0,0.11999999999999988,0.5301224489795919,High,0,Low,770,Silver,Growth Customer
1758,19,Male,Dress,Clothing,94,Michigan,L,Yellow,Fall,3.6,No,Standard,No,No,48,Debit Card,Annually,1.0,0,0.9591836734693877,0.0,0.44000000000000017,0.4716734693877551,Medium,0,Low,4512,Platinum,VIP Loyalist
1759,27,Male,Hat,Accessories,56,Pennsylvania,M,Silver,Winter,4.3,No,Free Shipping,No,No,17,Venmo,Bi-Weekly,,0,0.32653061224489793,,0.72,,,0,Low,952,Silver,Growth Customer
1760,68,Male,Sweater,Clothing,58,Louisiana,L,Green,Spring,4.0,No,Next Day Air,No,No,1,PayPal,Weekly,5.0,0,0.0,1.0,0.6000000000000001,0.52,High,0,Low,58,Bronze,Low Engagement
1761,20,Male,Skirt,Clothing,44,Minnesota,XL,Peach,Spring,3.5,No,Standard,No,No,39,PayPal,Weekly,5.0,0,0.7755102040816325,1.0,0.40000000000000013,0.7902040816326531,Very High,0,Low,1716,Gold,Growth Customer
1762,21,Male,Hoodie,Clothing,95,Hawaii,S,Green,Fall,4.9,No,2-Day Shipping,No,No,24,Cash,Weekly,5.0,0,0.4693877551020408,1.0,0.9600000000000002,0.7797551020408164,Very High,0,Low,2280,Platinum,VIP Loyalist
1763,36,Male,Sandals,Footwear,42,Idaho,M,Brown,Summer,3.1,No,Express,No,No,41,Bank Transfer,Fortnightly,4.0,0,0.8163265306122448,0.75,0.2400000000000002,0.674530612244898,Very High,0,Low,1722,Gold,Growth Customer
1764,37,Male,Jewelry,Accessories,93,Vermont,M,Lavender,Winter,3.9,No,Store Pickup,No,No,28,PayPal,Annually,1.0,0,0.5510204081632653,0.0,0.56,0.3324081632653061,Low,0,Low,2604,Platinum,VIP Loyalist
1765,61,Male,Dress,Clothing,56,Delaware,M,Charcoal,Summer,3.0,No,Store Pickup,No,No,34,Venmo,Quarterly,2.0,0,0.673469387755102,0.25,0.20000000000000018,0.40938775510204084,Medium,0,Low,1904,Gold,Growth Customer
1766,68,Male,Hoodie,Clothing,88,New Mexico,M,Orange,Spring,4.1,No,2-Day Shipping,No,No,41,Venmo,Quarterly,2.0,0,0.8163265306122448,0.25,0.6399999999999999,0.554530612244898,High,0,Low,3608,Platinum,VIP Loyalist
1767,60,Male,Sweater,Clothing,54,Alaska,S,Cyan,Winter,4.3,No,2-Day Shipping,No,No,27,Cash,Bi-Weekly,,0,0.5306122448979591,,0.72,,,0,Low,1458,Gold,Growth Customer
1768,69,Male,Jewelry,Accessories,89,Minnesota,L,Lavender,Fall,3.8,No,2-Day Shipping,No,No,46,Debit Card,Fortnightly,4.0,0,0.9183673469387754,0.75,0.52,0.7713469387755102,Very High,0,Low,4094,Platinum,VIP Loyalist
1769,25,Male,Sandals,Footwear,45,Nebraska,M,Indigo,Summer,3.9,No,2-Day Shipping,No,No,2,PayPal,Every 3 Months,,0,0.02040816326530612,,0.56,,,0,Low,90,Bronze,Low Engagement
1770,32,Male,Socks,Clothing,75,Alaska,L,Brown,Winter,4.3,No,Free Shipping,No,No,45,Cash,Monthly,3.0,0,0.8979591836734693,0.5,0.72,0.7031836734693878,Very High,0,Low,3375,Platinum,VIP Loyalist
1771,53,Male,Backpack,Accessories,22,Michigan,M,Pink,Fall,4.3,No,Express,No,No,34,Bank Transfer,Weekly,5.0,0,0.673469387755102,1.0,0.72,0.8133877551020409,Very High,0,Low,748,Silver,Growth Customer
1772,46,Male,Shirt,Clothing,82,Indiana,XL,Turquoise,Fall,4.7,No,Store Pickup,No,No,9,Credit Card,Annually,1.0,0,0.16326530612244897,0.0,0.8800000000000001,0.24130612244897964,Low,0,Low,738,Silver,Growth Customer
1773,58,Male,Shoes,Footwear,34,Hawaii,M,Gold,Summer,3.1,No,2-Day Shipping,No,No,1,Bank Transfer,Annually,1.0,0,0.0,0.0,0.2400000000000002,0.04800000000000004,Low,0,Low,34,Bronze,Low Engagement
1774,21,Male,Coat,Outerwear,92,West Virginia,M,Blue,Summer,2.7,No,Free Shipping,No,No,17,PayPal,Annually,1.0,0,0.32653061224489793,0.0,0.08000000000000007,0.14661224489795918,Low,0,Low,1564,Gold,Growth Customer
1775,46,Male,Sweater,Clothing,78,New York,M,Lavender,Spring,3.7,No,Express,No,No,6,PayPal,Weekly,5.0,0,0.10204081632653061,1.0,0.4800000000000002,0.5368163265306123,High,0,Low,468,Bronze,Low Engagement
1776,18,Male,Jacket,Outerwear,47,Iowa,M,Violet,Spring,3.3,No,2-Day Shipping,No,No,12,Cash,Bi-Weekly,,0,0.22448979591836735,,0.32000000000000006,,,0,Low,564,Bronze,Low Engagement
1777,56,Male,Jacket,Outerwear,64,Arizona,L,Cyan,Summer,3.4,No,Free Shipping,No,No,10,Venmo,Every 3 Months,,0,0.18367346938775508,,0.3600000000000001,,,0,Low,640,Silver,Growth Customer
1778,18,Male,Sneakers,Footwear,44,Minnesota,L,Purple,Winter,4.7,No,Free Shipping,No,No,4,Cash,Fortnightly,4.0,0,0.061224489795918366,0.75,0.8800000000000001,0.5004897959183674,High,0,Low,176,Bronze,Low Engagement
1779,49,Male,Belt,Accessories,94,Texas,M,Red,Winter,4.9,No,Store Pickup,No,No,8,Debit Card,Bi-Weekly,,0,0.14285714285714285,,0.9600000000000002,,,0,Low,752,Silver,Growth Customer
1780,29,Male,Scarf,Accessories,62,Virginia,M,Charcoal,Winter,4.3,No,Free Shipping,No,No,41,Venmo,Weekly,5.0,0,0.8163265306122448,1.0,0.72,0.870530612244898,Very High,0,Low,2542,Platinum,VIP Loyalist
1781,67,Male,Jewelry,Accessories,81,North Dakota,S,Gray,Summer,4.2,No,Next Day Air,No,No,49,Credit Card,Weekly,5.0,0,0.9795918367346937,1.0,0.6800000000000002,0.9278367346938775,Very High,0,Low,3969,Platinum,VIP Loyalist
1782,31,Male,T-shirt,Clothing,33,Iowa,M,Pink,Fall,3.7,No,Express,No,No,49,Bank Transfer,Quarterly,2.0,0,0.9795918367346937,0.25,0.4800000000000002,0.5878367346938776,High,0,Low,1617,Gold,Growth Customer
1783,52,Male,Pants,Clothing,88,Utah,M,Lavender,Fall,2.7,No,Next Day Air,No,No,40,Bank Transfer,Fortnightly,4.0,0,0.7959183673469387,0.75,0.08000000000000007,0.6343673469387756,Very High,0,Low,3520,Platinum,VIP Loyalist
1784,42,Male,Handbag,Accessories,49,Ohio,L,Lavender,Winter,3.3,No,Free Shipping,No,No,30,Credit Card,Monthly,3.0,0,0.5918367346938774,0.5,0.32000000000000006,0.500734693877551,High,0,Low,1470,Gold,Growth Customer
1785,32,Male,Backpack,Accessories,31,Louisiana,L,Yellow,Summer,4.8,No,Standard,No,No,4,Debit Card,Quarterly,2.0,0,0.061224489795918366,0.25,0.9199999999999999,0.30848979591836734,Low,0,Low,124,Bronze,Low Engagement
1786,47,Male,Gloves,Accessories,29,Iowa,S,Peach,Fall,4.1,No,Next Day Air,No,No,22,Venmo,Monthly,3.0,0,0.4285714285714285,0.5,0.6399999999999999,0.49942857142857144,Medium,0,Low,638,Silver,Growth Customer
